status,orbital_period,semi_major_axis,planet_radius,transit_duration,insolation_flux,equilibrium_temperature,kepler_magnitude,stellar_radius,stellar_effective_temperature,stellar_surface_gravity,stellar_mass,stellar_metallicity
1,5.715425977,0.0611,2.47,2.5242,123.03,850.0,15.086,0.826,5237.0,4.572,0.927,0.24
1,49.18394185,0.2829,8.2,11.3364,47.4,669.0,12.654,2.057,5626.0,3.907,1.247,0.36
1,20.0261412,0.1409,2.28,1.611,23.14,559.0,15.086,0.826,5237.0,4.572,0.927,0.24
0,10.44331991,0.0857,2.66,2.743,46.94,667.0,15.546,0.802,4947.0,4.516,0.769,0.08
1,2.237489571,0.0325,1.41,1.8119,427.17,1160.0,15.001,0.81,5265.0,4.58,0.91,0.14
0,5.851520671,0.0591,14.62,3.11058,155.89,901.0,15.33,0.806,5532.0,4.53,0.804,-0.34
1,3.167893418,0.0426,2.62,2.1814,526.23,1221.0,15.533,0.94,5895.0,4.503,1.026,-0.02
1,4.311780262,0.0511,3.11,2.7251,274.84,1038.0,15.604,0.927,5527.0,4.484,0.956,0.16
1,20.0504494,0.1423,2.69,4.556,35.44,622.0,15.604,0.927,5527.0,4.484,0.956,0.16
1,9.76734503,0.0881,2.67,1.6585,92.46,791.0,15.604,0.927,5527.0,4.484,0.956,0.16
1,190.3200468,0.6972,7.78,15.284,7.8,426.0,12.654,2.057,5626.0,3.907,1.247,0.36
0,2.861159894,0.0406,4.37,1.8832,797.1,1355.0,15.618,1.021,6126.0,4.458,1.09,-0.04
1,26.44439337,0.1687,3.91,3.9783,23.54,562.0,15.158,0.929,5427.0,4.463,0.915,0.16
1,51.53997972,0.2632,5.51,6.3994,9.67,450.0,15.158,0.929,5427.0,4.463,0.915,0.16
1,5.902245782,0.0621,2.43,2.9003,173.74,926.0,15.158,0.929,5427.0,4.463,0.915,0.16
1,2.382951591,0.0339,1.86,1.8876,583.01,1253.0,15.158,0.929,5427.0,4.463,0.915,0.16
1,21.02250608,0.1378,3.07,4.1072,17.48,521.0,15.859,0.75,5067.0,4.585,0.789,-0.08
1,3.219814777,0.04,1.69,2.0642,234.93,998.0,15.599,0.787,5103.0,4.562,0.823,0.04
1,5.912273234,0.0537,1.73,2.3254,27.72,585.0,15.036,0.57,4072.0,4.696,0.586,-0.18
1,8.98581901,0.0709,1.65,2.8606,15.9,509.0,15.036,0.57,4072.0,4.696,0.586,-0.18
0,20.5452375,0.1437,2.41,2.517,71.57,742.0,12.003,1.264,5670.0,4.206,0.937,0.0
1,33.60123371,0.1956,8.46,4.4056,14.22,495.0,15.262,0.93,5149.0,4.447,0.882,0.42
1,6.76652928,0.0672,1.97,2.9004,120.48,845.0,15.262,0.93,5149.0,4.447,0.882,0.42
1,4.347288783,0.0524,2.36,2.1024,449.79,1174.0,15.024,1.122,5754.0,4.345,1.014,0.16
1,4.601811819,0.0501,2.35,2.2607,152.91,896.0,15.024,0.833,4986.0,4.496,0.793,0.16
1,11.18719905,0.0907,1.55,3.252,46.65,667.0,15.024,0.833,4986.0,4.496,0.793,0.16
1,4.220965778,0.0418,2.62,3.0854,29.68,595.0,15.692,0.517,3837.0,4.747,0.544,-0.06
0,6.998099523,0.0698,588.66,2.0488,125.22,853.0,15.877,0.829,5612.0,4.566,0.926,-0.12
1,5.95489993,0.0554,2.33,2.3892,38.52,635.0,15.019,0.633,4261.0,4.641,0.64,-0.06
1,12.03987488,0.0886,2.18,2.7363,15.06,502.0,15.019,0.633,4261.0,4.641,0.64,-0.06
1,20.83762895,0.1278,1.42,2.3734,7.24,418.0,15.019,0.633,4261.0,4.641,0.64,-0.06
0,8.8111022,0.0919,63.66,5.0683,904.92,1399.0,12.759,2.404,6200.0,3.8,1.333,-0.12
1,23.58917143,0.1429,3.16,5.073,13.34,487.0,15.316,0.721,4919.0,4.566,0.697,-0.24
1,6.481633073,0.0683,2.54,3.784,406.25,1145.0,12.365,1.302,5945.0,4.213,1.009,-0.08
1,10.37168928,0.0873,3.2,3.035,63.68,720.0,15.193,0.888,5121.0,4.457,0.822,0.18
1,3.96996298,0.046,1.78,1.1757,229.37,992.0,15.193,0.888,5121.0,4.457,0.822,0.18
1,4.40841331,0.052,2.66,5.012,398.0,1139.0,15.662,0.961,6007.0,4.457,0.968,-0.24
0,7.9426176,0.0789,4.68,6.703,140.57,878.0,15.26,0.926,5811.0,4.521,1.036,0.07
1,226.8904775,0.6732,4.53,7.558,0.73,236.0,15.859,0.75,5067.0,4.585,0.789,-0.08
0,1.956811408,0.0259,21.58,2.1958,357.16,1109.0,15.533,0.603,5209.0,4.657,0.602,-1.24
1,9.439459486,0.0837,4.16,2.8979,52.32,686.0,15.067,0.779,5097.0,4.597,0.891,0.21
1,11.523067458,0.1017,3.13,3.8757,174.81,927.0,12.346,1.411,5644.0,4.162,1.053,0.3
1,20.47748843,0.1402,2.92,2.8364,18.65,530.0,15.067,0.779,5097.0,4.597,0.891,0.21
1,3.336123113,0.0418,1.74,1.9616,209.79,970.0,15.067,0.779,5097.0,4.597,0.891,0.21
1,8.01078456,0.0616,1.72,2.312,9.9,453.0,15.847,0.47,3713.0,4.779,0.484,-0.12
1,12.07134205,0.0809,1.29,4.3224,5.74,395.0,15.847,0.47,3713.0,4.779,0.484,-0.12
1,20.99587872,0.117,1.3,2.6333,2.74,328.0,15.847,0.47,3713.0,4.779,0.484,-0.12
1,7.41113177,0.0748,2.45,2.5242,158.11,905.0,15.031,0.919,5849.0,4.517,1.014,-0.02
0,1.000747038,0.0175,4.14,0.9967,1635.2,1620.0,15.419,0.79,5472.0,4.499,0.718,-0.54
1,8.884922995,0.0786,10.51,2.07004,83.21,770.0,15.264,0.843,5332.0,4.5,0.821,-0.08
1,8.09888906,0.0832,8.95,4.20241,223.19,986.0,15.261,1.076,6214.0,4.442,1.169,0.07
1,10.00653012,0.0933,3.52,5.344,139.21,876.0,15.063,1.001,6063.0,4.47,1.079,-0.02
1,17.855221681,0.1491,13.16,7.41287,163.04,911.0,11.353,1.367,6823.0,4.308,1.386,0.07
1,5.007316661,0.0556,6.96,4.2362,234.28,998.0,15.813,0.827,5865.0,4.563,0.914,-0.34
1,2.211116989,0.0294,1.85,1.6485,177.19,931.0,15.791,0.646,4500.0,4.656,0.71,-0.02
1,27.9541337,0.1593,1.9,3.95,6.04,400.0,15.791,0.646,4500.0,4.656,0.71,-0.02
1,12.69104387,0.1072,2.57,3.7727,244.3,1008.0,12.935,1.626,5869.0,4.024,1.019,-0.16
0,4.409409243,0.0491,10.95,3.8636,347.06,1101.0,15.403,0.975,5600.0,4.368,0.811,-0.26
1,16.23947096,0.1229,4.14,4.0374,30.14,598.0,15.258,0.837,5191.0,4.564,0.937,0.34
1,6.308201629,0.0654,2.96,2.9785,106.44,819.0,15.258,0.837,5191.0,4.564,0.937,0.34
1,2.052349884,0.0322,13.12,2.0778,1183.18,1497.0,15.257,1.08,5855.0,4.393,1.049,0.14
1,9.7704486,0.0714,2.23,2.4517,10.59,460.0,15.777,0.509,3906.0,4.73,0.508,-0.32
1,5.169804269,0.0467,1.66,2.153,24.75,569.0,15.777,0.509,3906.0,4.73,0.508,-0.32
1,21.22261195,0.1506,2.48,6.5093,83.56,771.0,12.365,1.302,5945.0,4.213,1.009,-0.08
1,20.09017037,0.1154,2.25,4.154,4.05,362.0,15.777,0.509,3906.0,4.73,0.508,-0.32
1,7.11373257,0.0551,1.16,2.1764,8.01,429.0,15.234,0.411,3561.0,4.855,0.44,0.0
1,3.306551643,0.0331,0.91,1.8177,22.19,554.0,15.234,0.411,3561.0,4.855,0.44,0.0
1,15.36845737,0.0922,1.11,2.4714,2.86,332.0,15.234,0.411,3561.0,4.855,0.44,0.0
1,13.81020318,0.1131,4.56,3.048,113.75,833.0,15.425,1.142,5942.0,4.327,1.009,-0.04
1,4.093578461,0.0514,2.85,2.5833,461.07,1182.0,15.399,0.999,6077.0,4.471,1.077,-0.04
1,105.145959,0.4471,3.43,8.593,6.09,401.0,15.399,0.999,6077.0,4.471,1.077,-0.04
1,10.8484518,0.0815,2.34,2.9993,14.66,499.0,15.058,0.591,4201.0,4.682,0.609,-0.2
1,6.66833241,0.0589,1.18,1.915,28.06,587.0,15.058,0.591,4201.0,4.682,0.609,-0.2
1,4.082274889,0.0479,10.55,3.23015,251.48,1016.0,15.198,0.794,5655.0,4.581,0.886,-0.3
1,42.1406089,0.2095,1.85,5.083,3.49,349.0,15.791,0.646,4500.0,4.656,0.71,-0.02
1,4.617490562,0.048,1.62,2.2618,66.47,728.0,15.791,0.646,4500.0,4.656,0.71,-0.02
1,10.19849255,0.0814,1.75,2.4283,23.11,559.0,15.791,0.646,4500.0,4.656,0.71,-0.02
0,5.795063956,0.0613,4.33,3.2496,192.74,950.0,15.289,0.827,5865.0,4.563,0.914,-0.34
1,7.15681552,0.0675,2.47,2.5882,88.23,782.0,15.46,0.838,5029.0,4.494,0.798,0.14
1,17.64830851,0.1232,2.43,2.0873,26.49,579.0,15.46,0.838,5029.0,4.494,0.798,0.14
1,4.14810719,0.0469,1.08,2.535,182.76,938.0,15.46,0.838,5029.0,4.494,0.798,0.14
1,16.51410989,0.1199,2.72,4.1575,43.57,655.0,15.223,0.866,5527.0,4.488,0.841,-0.18
1,30.1329298,0.179,3.14,5.172,19.55,536.0,15.223,0.866,5527.0,4.488,0.841,-0.18
1,4.79090809,0.0525,1.36,2.603,227.24,990.0,15.223,0.866,5527.0,4.488,0.841,-0.18
1,31.71981013,0.1975,3.09,4.819,71.97,743.0,12.935,1.626,5869.0,4.024,1.019,-0.16
1,99.6415962,0.3973,2.64,4.448,3.97,360.0,15.223,0.866,5527.0,4.488,0.841,-0.18
1,4.708326451,0.0539,10.6,3.16114,431.02,1162.0,15.113,1.21,5560.0,4.246,0.94,0.14
0,16.37198661,0.1052,540.37,3.8449,8.71,438.0,15.654,0.592,4187.0,4.656,0.58,-0.28
1,5.392026903,0.0583,2.68,2.9804,123.33,850.0,15.651,0.801,5198.0,4.589,0.915,0.21
1,6.491682808,0.0715,9.66,4.301,301.54,1062.0,15.649,1.107,6123.0,4.413,1.159,0.14
0,3.044770796,0.0386,24.54,10.0134,317.36,1076.0,15.621,0.753,5525.0,4.603,0.843,-0.36
1,3.855603916,0.0505,13.61,3.2179,508.65,1212.0,15.272,1.046,6033.0,4.46,1.153,0.21
0,3.855599139,0.0493,3.57,3.183,425.74,1158.0,15.054,0.965,5936.0,4.501,1.075,0.07
1,38.47876629,0.2213,13.26,5.04169,13.01,484.0,13.779,0.879,5510.0,4.539,0.973,0.16
0,37.601661282,0.219,27.22,8.30604,31.86,606.0,15.505,1.096,6140.0,4.354,0.989,-0.24
1,3.314947362,0.0433,3.94,1.8007,421.03,1155.0,15.142,0.944,5609.0,4.481,0.983,0.16
0,6.71969089,0.0654,4.37,3.0231,194.18,952.0,15.172,0.866,5931.0,4.479,0.825,-0.6
1,39.6431552,0.215,10.98,6.5292,11.74,472.0,15.011,0.9,5231.0,4.455,0.844,0.14
0,51.42598578,0.2904,29.66,16.9422,21.4,549.0,15.631,1.147,6257.0,4.41,1.233,0.21
1,21.80451611,0.1406,2.6,3.4097,20.48,543.0,15.067,0.708,5481.0,4.629,0.806,-0.5
1,10.28194593,0.088,2.53,3.4366,50.6,680.0,15.532,0.775,5196.0,4.593,0.869,0.04
1,18.11993039,0.1284,2.95,4.2309,23.77,563.0,15.532,0.775,5196.0,4.593,0.869,0.04
1,3.78402867,0.0452,1.7,1.9012,191.78,949.0,15.532,0.775,5196.0,4.593,0.869,0.04
1,5.15448142,0.0546,2.94,3.228,204.1,964.0,15.365,0.884,5431.0,4.457,0.816,-0.14
0,33.80364366,0.216,20.7,11.4813,72.71,745.0,13.109,1.796,5855.0,3.999,1.174,0.16
1,5.743469797,0.0625,3.13,3.4412,219.95,982.0,15.543,0.891,5897.0,4.531,0.983,-0.16
0,19.974485239,0.1476,26.56,4.23479,56.84,700.0,15.217,0.997,6108.0,4.471,1.072,-0.08
1,3.166353562,0.0432,3.82,3.3129,621.92,1273.0,15.603,0.998,6007.0,4.47,1.072,0.02
0,23.899634407,0.162,44.04,3.81881,42.8,652.0,15.453,0.924,6192.0,4.503,0.991,-0.38
1,3.388012244,0.0434,2.11,2.6849,705.93,1315.0,15.065,1.25,5553.0,4.221,0.949,0.16
1,5.83909761,0.0624,2.06,3.1915,341.48,1097.0,15.065,1.25,5553.0,4.221,0.949,0.16
1,1.620467654,0.0265,1.57,2.1888,1893.42,1681.0,15.065,1.25,5553.0,4.221,0.949,0.16
1,10.6816951,0.0933,2.3,3.605,152.75,897.0,15.065,1.25,5553.0,4.221,0.949,0.16
1,6.104849417,0.0583,3.18,4.6912,89.25,784.0,15.017,0.712,5085.0,4.584,0.71,-0.36
1,3.578780566,0.045,10.43,2.91089,406.6,1145.0,13.938,0.994,5524.0,4.421,0.95,0.2
0,3.187067566,0.0403,23.88,3.119,319.76,1079.0,15.653,0.811,5450.0,4.552,0.857,-0.14
1,5.826657508,0.0622,4.09,2.9183,248.57,1013.0,15.843,1.06,5561.0,4.362,0.943,0.16
1,12.41216347,0.103,2.58,3.739,90.65,787.0,15.843,1.06,5561.0,4.362,0.943,0.16
1,18.74649011,0.1355,3.05,3.895,52.38,686.0,15.843,1.06,5561.0,4.362,0.943,0.16
1,20.86021229,0.1462,5.5,5.1937,87.76,781.0,15.237,1.257,6035.0,4.22,0.958,-0.28
1,42.63427848,0.2355,5.22,6.1998,33.82,615.0,15.237,1.257,6035.0,4.22,0.958,-0.28
1,87.6476068,0.3807,4.0,8.871,12.94,484.0,15.237,1.257,6035.0,4.22,0.958,-0.28
1,9.467821474,0.0691,2.13,2.4327,6.47,407.0,15.073,0.458,3582.0,4.807,0.491,0.18
1,0.893040969,0.0143,1.24,1.0981,151.14,893.0,15.073,0.458,3582.0,4.807,0.491,0.18
1,4.942783419,0.0569,10.62,3.25346,244.42,1008.0,13.758,0.978,5514.0,4.459,1.003,0.36
1,20.83426731,0.1483,2.74,4.0454,29.62,595.0,15.412,0.88,5537.0,4.549,0.999,0.21
1,9.94602357,0.0864,3.12,3.3862,100.34,807.0,15.596,1.013,5344.0,4.365,0.867,0.16
1,1.04562195,0.0192,1.45,1.8955,2031.84,1710.0,15.596,1.013,5344.0,4.365,0.867,0.16
1,5.71462396,0.0597,1.78,2.336,210.16,971.0,15.596,1.013,5344.0,4.365,0.867,0.16
0,102.9641952,0.5554,39.0,15.735,95.4,797.0,13.608,7.119,5047.0,3.066,2.15,0.07
1,8.14515981,0.076,3.43,5.073,287.91,1050.0,14.925,1.24,5896.0,4.197,0.884,-0.36
1,18.9985279,0.1337,43.17,4.529,93.03,792.0,14.925,1.24,5896.0,4.197,0.884,-0.36
1,4.24439049,0.0492,2.07,3.282,686.99,1305.0,14.925,1.24,5896.0,4.197,0.884,-0.36
1,28.5742692,0.1681,2.32,4.9427,19.83,538.0,13.771,0.812,5551.0,4.508,0.776,-0.42
1,7.34373964,0.0697,1.84,1.1784,117.5,839.0,14.657,0.762,5757.0,4.597,0.865,-0.5
0,0.445277068,0.012,35.74,3.539,10177.11,2562.0,15.343,1.064,6167.0,4.444,1.149,0.07
0,0.379463865,0.0099,59.56,0.86896,19256.81,3000.0,13.787,1.783,5075.0,3.892,0.905,-0.06
0,9.88047978,0.0901,23.6,2.78458,129.45,860.0,15.212,0.917,6113.0,4.512,0.997,-0.3
0,4.6484156,0.0647,5.06,38.1939,6152.88,2259.0,10.963,3.482,6980.0,3.577,1.671,-0.42
0,17.512014768,0.132,13.66,1.8248,98.77,804.0,12.336,1.132,6224.0,4.33,0.998,-0.26
0,0.525154153,0.0119,23.61,2.1441,4391.51,2073.0,15.058,0.846,5582.0,4.497,0.819,-0.3
0,1.303861044,0.0224,27.85,4.0541,1595.19,1610.0,13.555,0.902,5758.0,4.475,0.887,-0.24
0,2.55549176,0.036,23.35,9.083,701.68,1312.0,14.554,0.901,5948.0,4.508,0.954,-0.26
0,2.947376671,0.0492,403.59,2.0911,7903.84,2404.0,10.47,2.234,8090.0,4.002,1.828,-0.14
1,224.7789355,0.7456,7.67,11.1899,2.92,333.0,13.492,1.235,5873.0,4.293,1.092,0.18
0,0.890110752,0.0167,1.25,0.8774,838.42,1372.0,15.723,0.711,4768.0,4.628,0.815,0.21
0,5.76573396,0.0745,7.47,2.924,3518.78,1964.0,14.313,4.434,5772.0,3.364,1.657,-0.48
1,7.42608123,0.0778,2.47,3.6379,273.78,1037.0,14.818,1.176,6049.0,4.353,1.14,0.16
1,15.9868932,0.1297,1.62,4.158,98.51,803.0,14.818,1.176,6049.0,4.353,1.14,0.16
0,0.73094589,0.0155,17.12,4.32,3248.17,1922.0,15.401,0.848,5901.0,4.553,0.938,-0.3
1,18.92537246,0.1694,13.92,3.9835,443.58,1171.0,14.604,4.885,4941.0,3.317,1.808,0.4
0,0.933749106,0.0201,3.22,4.256,15822.49,2863.0,13.079,2.188,6215.0,3.849,1.233,-0.24
0,2.037440623,0.0312,1.19,3.442,1448.05,1572.0,14.187,1.015,6253.0,4.415,0.975,-0.4
1,31.5925809,0.1967,1.78,13.566,53.09,688.0,13.29,1.487,5676.0,4.1,1.016,0.1
1,17.157236,0.1309,1.55,11.284,119.87,844.0,13.29,1.487,5676.0,4.1,1.016,0.1
1,1.97376085,0.025,8.78,1.82542,76.1,753.0,15.715,0.503,3807.0,4.762,0.534,-0.06
0,4.618767792,0.0531,7.48,5.9957,442.78,1170.0,13.652,1.033,6013.0,4.381,0.938,-0.3
1,2.785821236,0.0408,1.69,3.5599,2388.98,1784.0,8.224,1.733,6202.0,4.026,1.162,-0.1
0,52.56901867,0.3227,78.54,6.7507,69.62,737.0,9.729,1.717,7240.0,4.178,1.62,0.21
0,3.411758679,0.0372,14.71,3.158,51.85,684.0,15.258,0.561,3995.0,4.71,0.582,-0.1
0,0.525426427,0.0122,1.45,1.0801,4349.62,2069.0,14.797,0.802,5791.0,4.575,0.889,-0.38
1,1.269091415,0.0214,1.41,1.4647,740.47,1331.0,13.999,0.766,5041.0,4.576,0.807,0.02
1,2.853133997,0.0367,1.36,1.465,251.77,1016.0,13.999,0.766,5041.0,4.576,0.807,0.02
1,6.79685353,0.0714,2.01,3.1702,222.91,985.0,15.391,0.97,6061.0,4.486,1.05,-0.1
0,8.667822346,0.085,67.37,4.9658,681.39,1303.0,13.03,1.889,6266.0,3.923,1.089,-0.44
1,1.475323222,0.0309,5.88,2.3155,13331.51,2740.0,14.604,4.885,4941.0,3.317,1.808,0.4
1,4.15246118,0.0616,7.62,2.5755,3354.56,1941.0,14.604,4.885,4941.0,3.317,1.808,0.4
1,8.7348852,0.0843,1.59,4.49,148.62,890.0,14.794,0.96,5982.0,4.493,1.047,-0.04
0,10.26547688,0.0909,1.81,3.733,83.13,770.0,15.212,0.853,5699.0,4.553,0.95,-0.1
0,3.305577989,0.0399,25.89,2.5903,263.55,1027.0,15.537,0.707,5534.0,4.629,0.786,-0.58
0,4.800653901,0.06,16.91,9.0419,778.45,1347.0,13.32,1.241,6715.0,4.347,1.256,-0.1
0,15.06649901,0.1206,56.44,5.9885,177.96,932.0,13.855,1.626,5751.0,4.028,1.028,-0.04
0,34.82008158,0.1894,11.36,11.1711,10.49,459.0,15.187,0.784,5114.0,4.522,0.746,-0.16
0,0.651784374,0.0146,33.65,2.0141,4500.59,2090.0,14.997,1.061,5555.0,4.375,0.975,0.26
0,1.353771892,0.0234,430.99,7.012,136609.48,4903.0,10.523,15.76,4283.0,2.012,0.931,0.0
0,18.95491633,0.1539,71.39,24.249,397.48,1139.0,10.988,2.534,6362.0,3.761,1.352,-0.28
0,4.348866254,0.062,2436.69,3.2797,401588.95,6421.0,10.68,101.451,3598.0,0.65,1.679,0.0
0,47.93094546,0.3108,68.02,2.6897,158.41,905.0,10.376,1.938,8214.0,4.104,1.737,-0.18
0,3.99751422,0.0548,2.98,3.686,5563.95,2203.0,10.733,5.324,5066.0,3.122,1.372,-0.33
0,1.592633181,0.0232,1.56,5.5605,290.51,1053.0,15.47,0.651,4506.0,4.626,0.654,-0.2
1,17.02902786,0.1243,2.54,4.645,76.66,755.0,15.381,1.067,5839.0,4.327,0.881,-0.28
1,6.84619236,0.0677,1.67,3.529,258.41,1022.0,15.381,1.067,5839.0,4.327,0.881,-0.28
1,67.8321638,0.3123,2.39,7.358,12.14,476.0,15.381,1.067,5839.0,4.327,0.881,-0.28
1,43.1312147,0.2309,2.39,3.198,22.21,554.0,15.381,1.067,5839.0,4.327,0.881,-0.28
1,1.224866441,0.0219,1.54,1.7086,2174.33,1741.0,15.376,1.107,5553.0,4.32,0.933,0.14
1,37.8102649,0.2188,2.33,8.733,24.27,566.0,14.633,0.973,6085.0,4.451,0.976,-0.28
1,25.93406406,0.1749,2.48,4.6142,55.1,695.0,13.703,1.225,5952.0,4.287,1.059,0.06
1,83.4463485,0.3813,2.73,6.536,11.59,471.0,13.703,1.225,5952.0,4.287,1.059,0.06
0,7.04710032,0.071,25.2,2.926,223.84,986.0,14.928,1.068,5766.0,4.363,0.96,0.0
1,12.99204853,0.1071,2.03,6.0175,132.94,866.0,13.974,1.242,5765.0,4.236,0.968,0.0
0,11.11620211,0.0998,8.96,4.211,125.21,853.0,15.38,0.996,6122.0,4.471,1.07,-0.1
0,1.922861499,0.0306,5.09,3.5734,884.12,1392.0,14.942,0.911,5778.0,4.531,1.028,0.07
0,0.635445336,0.0119,19.0,1.8592,451.42,1177.0,15.432,0.55,3920.0,4.7,0.554,-0.1
0,1.665784138,0.0306,97.27,1.8946,11424.49,2636.0,11.84,2.789,6261.0,3.686,1.378,-0.34
0,55.6639167,0.2751,34.14,23.546,8.38,434.0,15.593,0.853,5587.0,4.528,0.894,-0.12
1,52.09081627,0.2822,7.14,8.6388,29.07,592.0,13.914,1.324,6198.0,4.237,1.101,-0.04
0,7.1548608,0.0853,7.41,7.694,1141.57,1482.0,12.616,1.739,7443.0,4.166,1.616,0.07
1,4.28746668,0.0501,2.29,1.5693,186.31,942.0,11.631,0.815,5296.0,4.576,0.911,0.12
0,2.002779769,0.0289,1.42,2.231,696.4,1311.0,14.606,0.892,5346.0,4.44,0.799,-0.1
1,8.18739443,0.0745,1.92,3.0472,88.36,782.0,14.138,0.849,5251.0,4.494,0.821,0.0
1,76.0498163,0.329,1.75,7.158,4.53,372.0,14.138,0.849,5251.0,4.494,0.821,0.0
1,3.341799486,0.0451,1.67,2.9254,798.41,1356.0,13.492,1.235,5873.0,4.293,1.092,0.18
0,3.3226948,0.0607,15.33,3.568,52428.3,3859.0,11.899,16.959,5234.0,2.41,2.698,-1.0
0,36.97708808,0.2077,38.6,4.737,31.08,602.0,13.698,1.239,5589.0,4.193,0.873,-0.1
0,1.851409163,0.0312,20.42,10.232,5090.14,2154.0,13.473,1.469,7117.0,4.176,1.18,-0.6
0,1.303859704,0.0239,0.98,2.8239,7759.2,2393.0,11.558,1.521,6802.0,4.103,1.069,-0.68
0,145.5624926,0.5364,40.15,5.4126,5.33,387.0,13.884,1.095,6148.0,4.346,0.969,-0.3
1,3.749105745,0.047,1.68,1.9826,428.25,1160.0,13.333,0.983,5751.0,4.447,0.987,0.06
1,11.08956602,0.1114,3.51,6.2877,965.62,1422.0,12.808,2.867,6353.0,3.698,1.497,-0.1
0,7.24476126,0.07,0.65,2.3145,116.02,837.0,11.157,0.874,5370.0,4.494,0.869,0.04
1,8.70798309,0.0695,2.01,2.4904,20.59,543.0,15.842,0.554,4362.0,4.722,0.59,-0.5
1,4.17634276,0.0426,1.23,2.335,54.8,694.0,15.842,0.554,4362.0,4.722,0.59,-0.5
1,27.40229859,0.1839,3.63,6.8491,68.46,734.0,13.914,1.324,6198.0,4.237,1.101,-0.04
1,3.179267286,0.0418,1.21,1.0246,347.01,1101.0,12.55,0.857,5511.0,4.554,0.96,0.1
1,10.38122447,0.0871,2.18,2.715,48.37,672.0,13.562,0.78,5095.0,4.566,0.816,0.02
1,24.5709023,0.1547,2.82,3.587,15.33,505.0,13.562,0.78,5095.0,4.566,0.816,0.02
0,81.221876,0.362,16.59,4.1135,5.2,385.0,15.488,0.874,5619.0,4.536,0.956,0.02
0,0.817026268,0.0169,2.92,2.0799,2386.13,1784.0,15.488,0.874,5619.0,4.536,0.956,0.02
1,3.024092505,0.0438,12.14,2.8021,1162.54,1489.0,13.958,1.358,6063.0,4.261,1.227,0.34
0,5.670155713,0.034,5.85,0.9361,3.21,341.0,13.783,0.183,3337.0,5.126,0.164,-0.46
1,1.022678654,0.019,1.14,1.3712,2138.47,1734.0,14.803,1.02,5366.0,4.363,0.875,0.16
1,12.10968709,0.1019,2.98,6.3461,240.8,1005.0,14.348,1.458,6021.0,4.093,0.96,-0.34
1,4.75796103,0.0547,1.7,4.66,835.65,1372.0,14.348,1.458,6021.0,4.093,0.96,-0.34
1,20.4972755,0.1447,2.96,8.536,119.42,843.0,14.348,1.458,6021.0,4.093,0.96,-0.34
0,13.55480534,0.1062,0.62,2.288,50.41,679.0,11.157,0.874,5370.0,4.494,0.869,0.04
0,29.74454668,0.1773,20.06,23.2842,10.1,455.0,11.753,0.788,4889.0,4.569,0.839,0.3
0,14.15402428,0.1144,53.25,4.47001,86.13,777.0,12.932,1.037,5850.0,4.404,0.994,0.0
0,0.844786082,0.0167,35.27,3.5289,2846.03,1864.0,15.363,0.915,5705.0,4.452,0.865,-0.24
0,0.848483947,0.0177,32.11,1.4451,3117.82,1908.0,15.323,0.936,5941.0,4.504,1.019,-0.08
0,11.99097576,0.1006,37.47,5.7401,141.63,880.0,14.977,1.072,6110.0,4.352,0.944,-0.36
1,53.5292702,0.2548,2.28,5.668,3.48,348.0,14.887,0.708,4736.0,4.624,0.791,0.12
0,0.393726813,0.0108,24.17,2.95,12661.53,2705.0,15.025,1.031,6277.0,4.449,1.085,-0.18
1,2.757584622,0.0296,1.01,0.9267,33.79,615.0,15.597,0.424,3683.0,4.84,0.454,-0.22
1,0.928310036,0.0159,1.16,1.1899,365.72,1115.0,15.854,0.602,4109.0,4.672,0.621,-0.02
1,13.48457668,0.1146,3.39,5.0197,176.29,929.0,13.914,1.324,6198.0,4.237,1.101,-0.04
1,31.8841473,0.1994,3.7,6.122,23.82,563.0,15.368,0.974,5779.0,4.477,1.037,0.14
0,67.69213907,0.4337,175.98,51.349,448.21,1173.0,10.7,10.703,5355.0,2.754,2.372,-0.5
1,12.06222962,0.0993,1.62,2.0584,74.8,750.0,13.581,0.933,5547.0,4.451,0.897,0.0
1,9.93146307,0.0915,2.41,5.678,177.83,931.0,15.214,1.22,5782.0,4.28,1.035,0.16
1,21.85362905,0.1515,1.75,3.439,34.57,618.0,14.246,0.876,5830.0,4.54,0.97,-0.14
1,8.19345065,0.0785,1.74,5.234,405.75,1144.0,14.348,1.458,6021.0,4.093,0.96,-0.34
0,19.97867,0.1881,6.85,10.168,788.02,1351.0,13.849,1.895,9651.0,4.229,2.219,0.07
1,41.8059544,0.2329,2.02,6.057,19.02,533.0,14.502,0.973,5907.0,4.445,0.961,-0.16
0,15.45158184,0.1499,2.02,2.406,643.83,1285.0,11.798,2.069,7839.0,4.08,1.878,0.21
0,89.698168533,0.387,102.08,5.5418,22.33,554.0,13.624,1.583,6214.0,4.021,0.959,-0.58
0,1.187352427,0.0236,67.35,4.999,6067.3,2251.0,13.623,1.489,6424.0,4.186,1.243,-0.06
0,3.012476582,0.052,65.25,3.1424,7471.65,2371.0,12.403,2.031,8601.0,4.137,2.063,0.21
1,4.77800306,0.0528,1.85,2.7361,177.79,932.0,13.04,0.873,5192.0,4.489,0.856,0.18
0,7.814839231,0.0771,5.33,3.0122,156.74,903.0,15.452,0.931,5887.0,4.499,0.998,-0.08
0,29.7452499,0.1792,3.6,22.695,22.74,557.0,15.259,1.004,5334.0,4.372,0.865,0.16
