status,orbital_period,semi_major_axis,planet_radius,transit_duration,insolation_flux,equilibrium_temperature,kepler_magnitude,stellar_radius,stellar_effective_temperature,stellar_surface_gravity,stellar_mass,stellar_metallicity
1,207.24785,0.5697,1.56,6.159,0.3,189.0,15.142,0.553,4339.0,4.711,0.573,-0.58
0,186.55347,0.6458,1.86,13.57,3.18,341.0,14.905,1.006,6187.0,4.446,1.026,-0.2
1,5.99078221,0.0636,1.03,1.699,223.93,987.0,10.884,0.972,5721.0,4.442,0.954,0.0
0,14.0801852,0.1193,1.04,3.402,95.62,798.0,12.966,1.089,5984.0,4.421,1.142,0.24
1,2.440839436,0.0322,21.29,0.968,223.8,986.0,15.877,0.698,4803.0,4.623,0.752,-0.08
1,23.6223571,0.1611,1.07,6.852,95.35,797.0,13.341,1.393,6144.0,4.149,0.999,-0.3
0,3.28931936,0.045,50.51,1.921,818.01,1364.0,14.806,1.072,6335.0,4.427,1.12,-0.14
0,1.08195208,0.0189,0.47,4.807,1275.68,1526.0,13.881,0.824,5233.0,4.489,0.764,-0.16
0,0.512583041,0.0129,1.07,1.498,7320.09,2363.0,15.484,0.999,6077.0,4.471,1.077,-0.04
1,2.29794819,0.0354,0.98,2.84,1352.14,1547.0,15.079,1.072,6371.0,4.426,1.117,-0.18
0,368.11581,1.0192,2.11,13.52,1.12,263.0,15.125,0.964,6122.0,4.487,1.041,-0.18
0,368.52466,1.074,3.05,11.9,1.62,288.0,15.484,1.137,6343.0,4.411,1.213,0.07
1,4.54586982,0.0475,0.65,1.756,134.21,868.0,8.717,0.721,5051.0,4.562,0.692,-0.36
0,0.542498653,0.0164,2.25,4.257,167191.11,5157.0,10.326,2.954,8711.0,3.795,1.987,-0.26
0,21.5819776,0.1474,0.91,13.734,73.01,746.0,11.981,1.342,5601.0,4.144,0.915,-0.04
0,3.08723626,0.0446,1.2,2.615,1046.77,1451.0,14.966,1.171,6418.0,4.395,1.241,0.07
0,0.592562969,0.0133,25.97,3.0869,3520.7,1967.0,15.784,0.804,5728.0,4.575,0.896,-0.32
0,31.97181,0.1939,0.95,12.277,17.43,521.0,14.817,0.853,5632.0,4.554,0.952,-0.04
0,5.81289843,0.0636,0.93,3.979,348.61,1102.0,14.51,1.041,6175.0,4.41,1.013,-0.2
0,6.44173995,0.0699,1.41,1.635,451.14,1175.0,13.861,1.339,6088.0,4.225,1.097,0.02
0,0.631106722,0.0135,0.63,0.9942,3367.19,1945.0,13.572,0.898,5400.0,4.443,0.816,-0.1
0,176.17377,0.6208,1.76,14.58,2.57,323.0,15.601,0.937,5957.0,4.506,1.026,-0.08
1,114.336052,0.4679,2.09,14.077,8.02,429.0,15.015,1.316,5802.0,4.218,1.044,0.14
0,0.63938062,0.0155,51.53,1.2067,10289.98,2566.0,13.725,1.204,6607.0,4.363,1.224,-0.1
0,0.566801045,0.0129,1.42,1.7499,7209.06,2348.0,14.498,0.982,6106.0,4.405,0.893,-0.52
0,0.992799002,0.0199,40.12,3.4878,3302.31,1933.0,15.106,0.989,6217.0,4.472,1.056,-0.22
1,1.5184181,0.0264,1.85,2.842,3261.65,1926.0,14.118,1.269,6302.0,4.259,1.063,-0.18
0,0.96807117,0.0174,0.72,1.677,1157.58,1487.0,15.247,0.687,5367.0,4.639,0.757,-0.54
0,3.55661906,0.0446,0.72,5.396,1254.47,1518.0,12.84,1.458,6018.0,4.081,0.934,-0.42
0,0.56256804,0.0166,0.63,1.686,164220.08,5127.0,9.121,2.773,9005.0,3.84,1.941,-0.38
0,8.79991878,0.1063,224.56,41.564,3624.62,1979.0,11.04,3.267,8092.0,3.725,2.068,-0.04
0,349.03703,0.9363,2.27,4.76,0.67,231.0,15.499,0.824,5583.0,4.559,0.899,-0.14
0,177.8135,0.6181,1.83,9.76,2.17,310.0,15.234,0.898,5822.0,4.529,0.994,-0.06
1,101.952048,0.4322,1.31,5.991,7.92,428.0,13.658,1.054,6210.0,4.407,1.028,-0.18
0,2.41795911,0.0288,0.53,2.727,140.54,878.0,15.121,0.534,4623.0,4.719,0.545,-1.12
0,183.854867,0.6522,2.4,14.996,3.36,345.0,15.448,1.031,6225.0,4.45,1.091,-0.12
1,12.4418003,0.0942,0.57,3.572,26.03,576.0,13.725,0.662,4926.0,4.653,0.727,-0.36
0,293.60581,0.9057,1.37,11.07,1.79,295.0,14.279,1.064,6167.0,4.444,1.149,0.07
0,2.78801663,0.0465,0.91,17.354,6451.74,2287.0,12.133,2.206,7523.0,3.986,1.719,-0.06
1,3.94660745,0.0471,1.4,2.705,218.91,981.0,15.923,0.806,5376.0,4.576,0.897,-0.02
0,4.99473798,0.0554,0.82,3.05,167.06,917.0,13.819,0.819,5406.0,4.569,0.907,0.02
0,368.48518,1.0031,1.98,11.26,1.52,283.0,14.178,1.096,6140.0,4.354,0.989,-0.24
0,169.894419,0.6421,2.66,2.525,13.85,492.0,11.998,1.961,6382.0,3.94,1.222,-0.22
0,26.190289,0.1847,1.05,2.148,93.35,793.0,11.66,1.441,6434.0,4.208,1.224,-0.08
0,203.511886,0.7567,2.07,3.671,9.02,442.0,12.341,1.565,6967.0,4.193,1.403,-0.1
1,6.18943952,0.0584,0.65,2.3316,88.79,783.0,8.717,0.721,5051.0,4.562,0.692,-0.36
1,8.70179611,0.0777,1.37,3.048,74.58,750.0,15.85,0.8,5295.0,4.548,0.825,-0.1
0,0.933747395,0.0195,1.24,4.798,10738.05,2596.0,12.877,2.174,5574.0,3.818,1.134,-0.16
0,58.873429,0.3312,76.18,17.487,50.35,679.0,14.048,1.568,7078.0,4.192,1.401,-0.16
0,14.1166583,0.1278,238.66,9.12,497.8,1205.0,13.572,2.238,6526.0,3.883,1.398,-0.1
1,47.3128645,0.2788,3.71,11.444,44.26,658.0,14.553,1.876,5749.0,4.002,1.288,0.34
0,29.6990126,0.2008,1.93,1.849,141.6,880.0,11.998,1.961,6382.0,3.94,1.222,-0.22
1,6.1082945,0.0706,1.06,3.493,608.39,1267.0,13.606,1.289,6720.0,4.316,1.261,-0.14
0,119.72007,0.4844,1.26,9.48,6.67,410.0,13.59,1.176,5963.0,4.321,1.056,0.06
0,1.27839331,0.0276,0.86,6.343,15656.19,2853.0,13.107,1.918,7758.0,4.106,1.713,0.0
1,7.545922037,0.0763,0.68,4.0329,326.67,1084.0,11.158,1.376,5788.0,4.178,1.039,0.12
0,0.58675746,0.0139,19.91,1.508,5080.59,2157.0,15.509,0.938,5942.0,4.506,1.028,-0.06
0,373.74856,1.0842,4.45,28.18,1.59,287.0,15.642,1.137,6343.0,4.411,1.213,0.07
1,7.28171395,0.0735,2.59,1.723,329.68,1086.0,13.367,1.806,4970.0,3.924,0.996,0.32
0,8.0386699,0.0801,1.18,3.549,173.92,926.0,14.999,0.975,6018.0,4.485,1.058,-0.04
1,44.9851885,0.2323,2.09,4.164,8.34,433.0,15.85,0.8,5295.0,4.548,0.825,-0.1
0,6.67410577,0.0687,1.62,3.645,257.38,1022.0,15.066,1.041,5949.0,4.389,0.968,-0.16
0,374.92478,0.8955,1.67,18.05,0.2,171.0,15.822,0.69,4407.0,4.593,0.681,0.08
0,4.60690612,0.0511,0.9,4.176,192.38,950.0,15.069,0.775,5529.0,4.583,0.839,-0.3
0,1.50178705,0.0261,0.93,2.936,1619.24,1617.0,15.028,0.987,5964.0,4.471,1.049,0.0
0,0.499664962,0.0122,0.5,1.6123,4230.98,2056.0,10.437,0.855,5570.0,4.561,0.971,0.07
0,17.4453935,0.1367,32.01,6.39,83.11,770.0,15.954,1.063,6260.0,4.433,1.118,-0.08
0,1.4725859,0.026,0.93,2.953,1801.98,1662.0,15.117,0.999,6077.0,4.471,1.077,-0.04
0,2.97607935,0.0396,1.1,4.606,404.28,1144.0,15.331,0.865,5547.0,4.534,0.932,0.02
0,1.44438449,0.0268,1.08,2.704,3622.28,1980.0,14.815,1.213,6667.0,4.358,1.233,-0.12
1,7.74347801,0.0678,0.62,2.7878,65.88,727.0,8.717,0.721,5051.0,4.562,0.692,-0.36
1,5.60473115,0.0588,1.11,2.885,132.98,866.0,15.683,0.777,5401.0,4.593,0.871,-0.16
0,184.568,0.5911,1.53,13.09,1.5,282.0,15.185,0.75,5680.0,4.595,0.807,-0.54
0,2.48882685,0.038,1.05,3.487,1124.85,1477.0,14.768,1.092,6246.0,4.433,1.18,0.07
0,367.19796,0.9925,1.08,15.92,0.96,253.0,13.592,0.889,6054.0,4.525,0.966,-0.34
0,17.6604653,0.1342,1.76,2.837,53.57,690.0,15.768,0.94,5910.0,4.505,1.032,-0.02
0,1.69999106,0.0227,0.55,3.289,180.38,934.0,15.928,0.554,4289.0,4.684,0.541,-0.64
0,4.2059745,0.0504,0.75,8.006,601.3,1263.0,14.734,1.163,5960.0,4.291,0.964,-0.18
0,0.566803216,0.0138,0.54,3.325,11526.75,2642.0,13.449,1.182,6473.0,4.33,1.087,-0.28
0,365.13981,0.9615,1.86,4.46,0.64,228.0,14.934,0.815,5610.0,4.564,0.887,-0.2
0,37.809539,0.2139,1.79,7.547,12.89,483.0,15.752,0.82,5595.0,4.57,0.917,-0.14
0,381.18654,0.9537,2.29,9.73,0.33,193.0,15.845,0.734,4977.0,4.607,0.799,-0.04
1,5.17624997,0.0586,1.31,5.261,565.42,1243.0,14.435,1.497,5578.0,4.088,1.001,0.14
0,370.62071,1.0537,2.12,12.58,1.78,295.0,15.045,1.136,6432.0,4.382,1.131,-0.16
0,0.589458602,0.0124,0.98,0.8278,2736.51,1848.0,15.314,0.776,5286.0,4.517,0.722,-0.38
1,3.91794676,0.0482,0.94,2.549,266.81,1030.0,14.75,0.87,5500.0,4.547,0.974,0.16
0,0.614701901,0.0126,0.82,0.947,1779.79,1656.0,15.893,0.724,4954.0,4.563,0.699,-0.26
0,0.934181579,0.0228,0.79,3.943,26937.31,3268.0,11.219,2.152,7624.0,4.029,1.803,0.1
0,379.65261,0.9747,1.2,19.04,2.8,330.0,13.223,1.302,6471.0,4.141,0.855,-1.04
0,1.215181097,0.0241,0.87,1.295,5844.41,2230.0,13.516,1.365,6717.0,4.268,1.266,-0.16
0,21.5324915,0.1622,1.47,4.156,139.32,876.0,13.41,1.41,6737.0,4.228,1.232,-0.3
0,3.74779583,0.0496,1.06,3.157,725.94,1324.0,14.416,1.111,6341.0,4.409,1.154,-0.06
0,0.91842238,0.0173,16.07,5.664,1280.4,1525.0,15.899,0.74,5288.0,4.613,0.828,-0.24
0,373.43233,0.9997,1.48,16.5,1.66,290.0,13.477,1.141,6146.0,4.303,0.954,-0.36
1,9.74048508,0.079,0.95,1.6993,48.52,673.0,8.717,0.721,5051.0,4.562,0.692,-0.36
0,397.73781,1.0889,2.2,13.08,1.16,264.0,15.548,1.02,6194.0,4.457,1.086,-0.12
0,5.35745121,0.0639,1.65,2.592,1065.83,1457.0,12.596,1.86,6123.0,3.982,1.208,0.0
0,2.16132662,0.025,0.5,4.487,52.58,687.0,14.751,0.43,3754.0,4.818,0.443,-0.4
1,6.76289308,0.0761,1.21,6.204,754.37,1337.0,13.499,1.63,6547.0,4.122,1.289,-0.16
0,1.09844642,0.0224,1.73,1.528,17139.77,2921.0,13.19,2.391,6403.0,3.772,1.233,-0.5
0,25.94947,0.1613,1.22,15.7,15.74,508.0,15.908,0.748,5348.0,4.609,0.838,-0.24
0,1.8789138,0.0379,1.9,4.279,29112.69,3330.0,12.95,3.339,8046.0,3.704,2.06,-0.06
1,41.8681996,0.2301,1.25,5.783,13.89,492.0,13.664,0.837,5852.0,4.559,0.928,-0.3
0,0.514771509,0.0124,0.57,1.256,4749.21,2113.0,14.198,0.87,5730.0,4.545,0.968,-0.06
1,8.61742738,0.0763,1.01,2.713,68.28,733.0,14.79,0.84,5009.0,4.491,0.797,0.16
0,35.945188,0.236,1.5,8.23,91.51,789.0,11.628,1.744,6578.0,4.087,1.36,-0.06
0,5.00749378,0.0534,1.68,2.898,1192.26,1499.0,12.938,2.243,5242.0,3.644,0.808,-0.72
1,196.436796,0.6446,2.33,8.556,1.72,292.0,15.139,0.946,5462.0,4.452,0.924,0.16
0,0.566810643,0.0126,0.52,3.471,3605.07,1976.0,14.844,0.758,5776.0,4.598,0.832,-0.56
0,262.477098,0.6821,1.92,5.816,0.24,178.0,15.72,0.62,4227.0,4.641,0.614,-0.14
0,2.21030572,0.0347,1.06,2.492,1440.34,1572.0,14.886,1.09,6355.0,4.418,1.134,-0.12
0,5.99321872,0.0638,1.23,3.92,194.41,952.0,15.512,0.868,5853.0,4.544,0.961,-0.18
0,0.70544189,0.0155,1.04,1.772,3481.65,1960.0,15.826,0.897,5838.0,4.529,0.992,-0.08
0,0.981399749,0.0192,1.21,0.5051,2602.14,1820.0,14.652,0.898,6038.0,4.524,0.982,-0.28
0,0.933728755,0.0208,0.72,4.363,14057.75,2777.0,10.959,1.863,6652.0,4.036,1.378,-0.16
0,12.607591424,0.1089,1.61,29.1267,101.31,809.0,11.36,1.002,6047.0,4.47,1.081,0.0
0,0.734573766,0.0151,0.86,1.295,4270.04,2061.0,14.617,1.051,5602.0,4.325,0.851,-0.14
0,289.86046,0.8494,1.5,11.103,1.43,279.0,13.696,0.971,5914.0,4.451,0.973,-0.14
0,357.13089,0.9831,1.62,13.04,0.87,246.0,15.271,0.897,5838.0,4.529,0.992,-0.08
0,370.50684,1.0251,2.06,12.132,1.39,277.0,14.851,0.999,6360.0,4.458,1.044,-0.36
0,1.332580225,0.0293,2.18,2.057,22103.67,3111.0,13.922,3.096,6858.0,3.731,1.88,0.08
1,7.99144696,0.0783,1.53,3.639,155.95,901.0,14.955,1.006,5700.0,4.434,1.003,0.16
0,2.9039446,0.0525,1.17,10.542,11446.75,2637.0,9.162,3.05,7846.0,3.829,2.29,0.56
0,68.538296,0.3266,25.77,3.627,267.17,1031.0,13.983,8.123,4687.0,2.613,0.988,-0.2
0,369.7985,0.9359,2.53,12.564,0.61,225.0,15.696,0.757,5680.0,4.582,0.797,-0.56
0,0.643007769,0.011,0.35,0.69,311.13,1070.0,14.8,0.421,3925.0,4.825,0.432,-0.84
0,1.061937837,0.0206,0.68,2.31,2252.16,1757.0,14.171,0.941,5893.0,4.505,1.033,0.0
0,15.07277287,0.1132,1.73,0.7794,38.57,635.0,14.269,0.771,5521.0,4.594,0.864,-0.28
0,1.71659304,0.0285,1.17,1.154,1577.89,1607.0,14.971,0.987,6192.0,4.467,1.037,-0.22
0,358.818895,0.9572,2.66,2.503,1.11,262.0,13.919,0.918,6056.0,4.47,0.908,-0.46
0,181.3537,0.6407,2.11,16.19,2.39,317.0,15.914,0.951,5900.0,4.509,1.065,0.07
0,3.74786694,0.0485,0.89,3.632,451.72,1176.0,13.567,0.971,5957.0,4.498,1.083,0.07
0,0.913244995,0.0185,0.77,0.4931,3541.46,1967.0,13.343,1.049,5923.0,4.402,1.013,-0.02
0,2.97599368,0.0406,0.79,4.023,894.1,1395.0,14.11,1.055,6202.0,4.394,1.003,-0.24
0,0.584148495,0.013,0.87,1.6192,4882.9,2130.0,13.949,1.031,5427.0,4.347,0.861,0.06
0,0.824180121,0.0168,17.8,2.839,3155.32,1912.0,14.638,0.883,5977.0,4.514,0.929,-0.36
0,0.579770948,0.0135,2.4,1.0377,3425.06,1953.0,15.298,0.854,5561.0,4.561,0.968,0.07
0,0.92225589,0.0188,1.29,4.227,5614.19,2206.0,12.352,1.485,5631.0,4.114,1.046,0.24
0,0.75499096,0.016,1.39,2.485,3403.34,1949.0,15.708,0.946,5743.0,4.466,0.953,-0.04
0,353.40191,0.8982,2.35,6.681,0.39,202.0,15.687,0.763,4957.0,4.561,0.772,0.0
0,1.428596987,0.0273,1.62,2.1401,11425.1,2637.0,12.619,2.144,6745.0,3.901,1.336,-0.28
0,2.21701025,0.041,1.16,2.148,7467.21,2371.0,12.734,2.092,7524.0,4.067,1.863,0.36
0,43.0759115,0.2453,213.46,90.95,268.5,1032.0,9.927,5.915,4766.0,2.919,1.059,-0.06
0,372.62637,1.0472,2.38,18.52,1.05,258.0,15.412,0.993,6014.0,4.486,1.101,0.07
0,1.02087831,0.0196,0.64,2.429,3115.14,1903.0,14.103,1.106,5750.0,4.337,0.968,0.04
0,1.26132769,0.0108,0.14,1.244,9.46,447.0,15.918,0.132,2900.0,5.224,0.107,0.0
0,6.09406648,0.0743,54.54,2.085,953.63,1417.0,9.58,1.666,6785.0,4.162,1.47,0.18
0,1.1578141,0.0204,1.24,3.253,4895.77,2133.0,13.548,1.629,5412.0,3.941,0.845,-0.38
0,0.566800926,0.0134,2.19,4.407,5563.01,2200.0,10.624,1.0,5780.0,4.438,1.0,0.0
0,24.1876477,0.1728,118.8,2.654,88.31,782.0,13.544,1.31,6437.0,4.273,1.175,-0.1
0,2.44926655,0.032,0.76,2.988,269.06,1033.0,15.238,0.749,4840.0,4.551,0.727,-0.04
0,2.17812826,0.0317,0.81,2.601,500.27,1206.0,15.613,0.805,5426.0,4.579,0.903,-0.06
0,1.33259494,0.0237,0.89,2.783,1814.46,1665.0,15.165,0.918,6063.0,4.51,0.994,-0.26
0,2.05048377,0.0287,0.66,3.67,761.65,1339.0,14.352,0.854,5568.0,4.451,0.752,-0.46
0,1.19550618,0.0228,0.78,3.337,5062.04,2152.0,13.45,1.463,6088.0,4.15,1.103,-0.02
0,0.683082998,0.0225,9.92,4.409,492690.35,6757.0,8.163,7.762,8247.0,3.17,3.253,0.07
0,0.791771167,0.0198,82.71,2.4463,32163.04,3419.0,13.852,3.07,6218.0,3.678,1.639,0.24
0,0.894172544,0.0167,0.68,0.8302,1070.89,1461.0,14.251,0.736,4982.0,4.591,0.771,-0.08
0,1.68207624,0.0274,1.01,1.519,3646.1,1980.0,13.753,1.311,6495.0,4.191,0.972,-0.64
0,9.8480917,0.0805,0.88,3.079,60.47,711.0,14.791,0.748,5289.0,4.546,0.717,-0.44
0,0.566800593,0.0143,0.48,3.909,14091.55,2783.0,12.318,1.353,6476.0,4.255,1.202,-0.1
0,0.969602551,0.017,0.69,1.728,750.09,1334.0,15.522,0.66,4856.0,4.643,0.701,-0.34
0,9.25801294,0.0908,1.73,2.854,539.51,1229.0,13.49,1.834,6200.0,3.977,1.162,-0.16
0,25.9554044,0.172,1.46,8.491,43.9,656.0,14.145,1.038,6058.0,4.408,1.004,-0.16
0,3.74788208,0.045,0.94,4.183,216.97,979.0,15.527,0.777,5340.0,4.593,0.871,-0.12
0,0.93479255,0.0178,24.75,4.5838,4108.03,2040.0,14.198,1.053,6018.0,4.33,0.864,-0.5
0,361.43653,0.9233,1.56,9.08,1.22,268.0,13.791,0.938,6028.0,4.398,0.802,-0.74
0,0.89628253,0.0176,0.76,1.397,1848.85,1670.0,15.248,0.818,5561.0,4.572,0.915,-0.12
0,1.67495622,0.0289,0.77,2.994,2732.19,1843.0,13.363,1.263,6323.0,4.296,1.15,-0.04
0,8.2344072,0.0803,1.49,2.808,601.05,1263.0,12.88,1.741,6148.0,3.964,1.016,-0.46
0,32.6122381,0.2002,31.96,2.886,24.92,570.0,11.486,1.0,5780.0,4.438,1.0,0.0
0,0.967073359,0.0189,28.15,2.4875,2870.56,1867.0,15.12,1.022,5755.0,4.402,0.96,0.0
0,3.5564279,0.0417,0.8,6.998,211.41,972.0,15.927,0.694,5404.0,4.638,0.789,-0.5
0,0.942997994,0.0166,1.56,1.1658,639.03,1283.0,15.878,0.693,4499.0,4.59,0.681,0.0
0,0.566796775,0.0096,0.61,5.471,176.94,931.0,15.51,0.358,3453.0,4.892,0.364,0.0
1,13.6471211,0.1075,1.25,8.331,164.06,913.0,13.897,1.382,5771.0,4.106,0.89,-0.3
1,16.473474,0.1126,1.63,4.201,33.22,612.0,15.889,0.754,5364.0,4.529,0.702,-0.54
0,3.74788322,0.046,1.32,3.45,266.76,1031.0,15.817,0.826,5514.0,4.569,0.926,-0.04
0,0.705455349,0.0145,0.64,2.469,1936.09,1693.0,14.837,0.736,5383.0,4.614,0.824,-0.32
0,488.67353,1.1542,2.03,12.35,0.3,188.0,15.747,0.772,5218.0,4.596,0.867,-0.02
0,1.08906057,0.0194,0.75,2.743,1235.96,1511.0,14.959,0.881,5087.0,4.463,0.822,0.21
0,1.48922187,0.0256,2.5,1.882,1524.19,1594.0,17.352,1.0,5780.0,4.438,1.0,0.0
0,0.716709761,0.0149,1.42,0.6969,7725.24,2394.0,10.047,1.173,6109.0,4.229,0.85,-0.64
0,4.1083812,0.0497,1.62,3.279,295.63,1058.0,15.771,0.87,5730.0,4.545,0.968,-0.06
1,1.962282625,0.0298,0.81,1.45,1038.36,1448.0,13.885,0.979,5726.0,4.418,0.915,-0.1
0,0.523629052,0.0154,46.33,3.443,2181689.59,9801.0,10.863,44.448,4136.0,1.392,1.777,-0.2
0,1.04588635,0.021,1.1,2.833,3582.91,1972.0,15.805,1.076,6249.0,4.428,1.13,-0.04
0,419.92898,1.0835,1.51,14.55,1.0,255.0,14.755,0.988,6047.0,4.431,0.962,-0.28
0,1.23521458,0.0229,0.93,0.918,2032.78,1713.0,15.637,0.959,5999.0,4.494,1.045,-0.06
0,1.085229874,0.0203,1.37,0.652,1675.45,1632.0,15.959,0.851,5713.0,4.554,0.948,-0.12
0,1.540379557,0.024,0.81,2.026,1481.09,1581.0,14.298,0.914,5812.0,4.408,0.781,-0.58
1,3.60011712,0.0407,0.5,2.396,182.81,938.0,8.717,0.721,5051.0,4.562,0.692,-0.36
1,9.32867952,0.0856,1.62,1.572,99.6,806.0,15.466,0.864,5749.0,4.547,0.961,-0.1
1,6.38671206,0.0617,1.19,1.201,102.25,811.0,14.58,0.811,5071.0,4.505,0.768,-0.02
0,158.348345,0.6312,372.86,10.55,6.61,409.0,15.028,1.276,6521.0,4.352,1.334,0.21
0,0.93376962,0.0185,16.3,7.023,3343.62,1937.0,15.318,0.975,6056.0,4.448,0.973,-0.26
0,322.48381,0.911,3.5,22.99,1.06,259.0,14.76,0.881,5968.0,4.534,0.97,-0.26
0,0.739404894,0.0136,0.94,1.753,589.06,1256.0,15.962,0.624,4205.0,4.635,0.614,-0.1
0,25.949641315,0.172,2.06,11.6411,76.14,753.0,13.956,1.922,5109.0,3.873,1.006,0.06
0,1.71051215,0.027,1.04,1.284,3820.16,2004.0,13.095,1.589,5925.0,3.989,0.898,-0.56
1,62.869463,0.2829,1.96,6.842,3.51,349.0,14.591,0.781,4762.0,4.535,0.762,0.2
0,84.8062818,0.3635,36.51,9.0006,5.33,388.0,15.808,0.853,5735.0,4.525,0.889,-0.26
1,29.9632816,0.1614,2.24,2.6,5.55,391.0,15.947,0.638,4463.0,4.623,0.624,-0.28
0,17.99643716,0.1167,30.08,4.164,11.31,468.0,14.845,0.666,4438.0,4.606,0.653,-0.1
1,11.63486009,0.1011,2.61,5.466,201.96,961.0,15.035,1.548,5570.0,4.066,1.019,0.16
1,10.8118317,0.0994,1.24,2.627,170.74,922.0,13.385,1.196,6025.0,4.331,1.119,0.12
0,1.208528832,0.0223,1.25,1.336,2084.15,1725.0,15.912,0.923,6072.0,4.51,1.005,-0.24
0,208.18711785,0.6889,1.99,2.5404,2.1,307.0,12.793,1.0,5780.0,4.438,1.0,0.0
0,0.93198504,0.0167,17.72,2.0472,1734.47,1647.0,14.477,0.777,5470.0,4.509,0.71,-0.58
0,0.60818508,0.0137,96.03,0.909,6637.9,2298.0,14.538,1.043,5981.0,4.372,0.933,-0.28
0,1.65320144,0.0237,0.74,1.525,296.8,1059.0,15.762,0.661,4544.0,4.609,0.647,-0.22
0,3.37487541,0.0451,0.75,3.085,649.96,1287.0,13.858,1.006,6181.0,4.464,1.074,-0.14
0,0.962825082,0.0216,5.18,2.8464,26811.24,3265.0,12.173,4.928,4898.0,3.212,1.443,0.07
0,309.494217,0.9402,2.79,13.716,6.01,399.0,12.512,1.614,6908.0,4.085,1.155,-0.56
0,24.2382519,0.1642,2.19,2.703,29.92,597.0,15.752,0.904,5763.0,4.527,1.002,0.02
0,24.2416103,0.1642,1.61,5.137,29.92,596.0,15.752,0.904,5763.0,4.527,1.002,0.02
0,69.3788597,0.3241,2.07,3.807,7.4,421.0,14.854,0.874,5806.0,4.529,0.943,-0.18
1,29.3493852,0.1715,2.02,4.313,9.81,451.0,15.689,0.722,4987.0,4.613,0.784,-0.12
0,449.57274,1.1848,3.08,9.328,2.89,333.0,13.679,2.079,5691.0,3.842,1.096,-0.22
0,245.059374,0.7065,1.63,9.549,3.81,356.0,12.854,1.265,6036.0,4.127,0.781,-0.86
1,11.49500229,0.1038,1.53,7.602,351.79,1105.0,12.014,1.788,6033.0,3.985,1.127,-0.1
0,0.708726708,0.0125,0.92,0.753,684.35,1302.0,15.986,0.515,4607.0,4.733,0.522,-1.36
0,283.72675,0.8865,1.18,15.49,3.2,341.0,12.768,1.257,6496.0,4.301,1.153,-0.18
0,373.60683,1.0494,2.5,8.752,1.28,271.0,15.256,1.038,6184.0,4.448,1.1,-0.06
0,4.29388808,0.0571,1.68,3.618,1302.16,1532.0,12.209,1.574,6615.0,4.173,1.343,0.04
0,13.5437884,0.1066,32.21,5.7076,44.22,658.0,15.023,0.794,5463.0,4.582,0.883,-0.14
1,65.6491001,0.3094,2.52,7.298,5.48,390.0,15.858,0.819,5436.0,4.573,0.919,0.0
1,25.1593389,0.1694,1.76,5.198,34.7,619.0,15.759,0.935,5973.0,4.506,1.024,-0.1
1,31.7787564,0.1803,1.5,8.093,23.96,564.0,14.159,0.928,5638.0,4.391,0.773,-0.42
0,1.332568744,0.0245,0.58,3.755,3346.25,1941.0,11.834,1.081,6620.0,4.411,1.097,-0.44
1,9.0194714,0.08,1.07,5.92,91.74,789.0,15.514,0.768,5775.0,4.59,0.838,-0.52
0,0.814278961,0.017,0.76,2.087,2284.94,1762.0,15.367,0.886,5537.0,4.539,0.989,0.18
0,2.1890751,0.0327,0.87,2.365,906.2,1399.0,14.92,0.891,6077.0,4.526,0.974,-0.34
0,2.42649862,0.0347,0.75,2.014,1705.27,1638.0,12.222,1.316,6033.0,4.176,0.948,-0.32
0,8.80854183,0.0853,2.69,34.7564,236.05,1000.0,12.239,1.21,6017.0,4.3,1.064,0.04
0,219.74735,0.6692,3.24,22.48,7.82,427.0,12.821,2.38,5127.0,3.602,0.825,-0.56
0,19.7639874,0.1489,1.19,12.319,155.45,900.0,12.25,1.617,6195.0,4.072,1.127,-0.12
1,6.05919881,0.0646,1.21,1.365,214.55,976.0,12.253,0.962,5734.0,4.462,0.977,0.04
1,7.5143967,0.082,0.96,4.865,488.52,1199.0,11.684,1.573,6206.0,4.159,1.305,0.22
1,33.1981761,0.2034,3.21,4.709,49.9,678.0,15.035,1.548,5570.0,4.066,1.019,0.16
1,5.32784157,0.0548,0.86,4.696,259.32,1023.0,14.159,0.928,5638.0,4.391,0.773,-0.42
1,31.827649,0.1939,4.98,1.639,47.21,668.0,14.41,1.954,4774.0,3.838,0.959,0.38
1,0.824000125,0.0113,0.42,0.855,73.09,746.0,15.896,0.28,3396.0,4.991,0.28,-0.1
0,0.772152075,0.0163,4.44,1.78,18277.6,2966.0,13.308,2.08,5951.0,3.787,0.967,-0.8
0,1.08469871,0.0209,1.11,4.077,2247.25,1757.0,15.824,0.938,5942.0,4.506,1.028,-0.06
0,5.660274452,0.0572,11.02,0.9077,192.77,950.0,12.049,0.842,5615.0,4.478,0.778,-0.44
0,1.23512429,0.0228,0.38,4.22,1722.78,1642.0,11.438,0.941,5798.0,4.507,1.038,0.1
0,1.381257093,0.0253,1.1,1.125,2110.47,1728.0,14.943,1.131,5861.0,4.385,1.13,0.38
1,2.41810158,0.0368,0.85,2.144,1555.96,1602.0,12.278,1.239,6258.0,4.307,1.135,0.0
1,33.4203001,0.2015,2.46,5.307,27.02,581.0,12.325,1.066,5731.0,4.372,0.977,0.08
